Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name
509069,INFOMEDIA,Infomedia Press Ltd,Active,B ,10,INE669A01022,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
509073,HATHWAYB,Hathway Bhawani Cabletel & Datacom Ltd,Active,X ,10,INE525B01016,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
509079,GUFICBIO,Gufic Biosciences Ltd,Active,B ,1,INE742B01025,Pharmaceuticals,Equity,Healthcare,Healthcare
509084,PHOTON,Photon Capital Advisors Ltd,Active,X ,10,INE107J01016,Diversified Commercial Services,Equity,Services,Services
509152,GRPLTD,GRP Ltd,Active,B ,10,INE137I01015,Rubber,Equity,Industrials,Capital Goods
509162,INDAG,Indag Rubber Ltd,Active,X ,2,INE802D01023,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
509196,MMRUBBR-B,MM Rubber Company Ltd,Active,X ,2,INE159E01026,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
509220,PTL,PTL Enterprises Ltd,Active,B ,1,INE034D01049,Diversified Commercial Services,Equity,Services,Services
509243,TVSSRICHAK,TVS Srichakra Ltd,Active,B ,10,INE421C01016,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components
509423,SEL,Sanathnagar Enterprises Ltd,Active,XT,10,INE367E01033,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
509438,BENARAS,Benares Hotels Ltd,Active,B ,10,INE664D01019,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
509449,BHAGWOX,Bhagawati Oxygen Ltd,Active,X ,10,INE026I01010,Commodity Chemicals,Equity,Commodities,Chemicals
509470,BOMOXY-B1,Bombay Oxygen Investments Ltd,Active,X ,100,INE01TL01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
509472,CRAVATEX,Cravatex Ltd,Active,X ,10,INE145E01017,Trading & Distributors,Equity,Services,Services
509480,BERGEPAINT,Berger Paints India Ltd,Active,A ,1,INE463A01038,Paints,Equity,Consumer Discretionary,Consumer Durables
509486,CAPRIHANS,Caprihans India Ltd,Active,X ,10,INE479A01018,Plastic Products - Industrial,Equity,Industrials,Capital Goods
509488,GRAPHITE,Graphite India Ltd,Active,A ,2,INE371A01025,Electrodes & Refractories,Equity,Industrials,Capital Goods
509496,ITDCEM,ITD Cementation India Ltd,Active,A ,1,INE686A01026,Civil Construction,Equity,Industrials,Construction
509525,EMPIND,Empire Industries Ltd,Active,X ,10,INE515H01014,Diversified,Equity,Diversified,Diversified
509546,GRAVISSHO,Graviss Hospitality Ltd,Active,X ,2,INE214F01026,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
509557,GARFIBRES,Garware Technical Fibres Ltd,Active,A ,10,INE276A01018,Other Textile Products,Equity,Consumer Discretionary,Textiles
509563,GARWAMAR,Garware Marine Industries Ltd,Active,XT,10,INE925D01014,Other Textile Products,Equity,Consumer Discretionary,Textiles
509567,GOACARBON,Goa Carbon Ltd,Active,B ,10,INE426D01013,Industrial Minerals,Equity,Commodities,Metals & Mining
509597,HARDCAS,Hardcastle & Waud Manufacturing Company Ltd,Active,X ,10,INE722D01015,Specialty Chemicals,Equity,Commodities,Chemicals
509631,HEG,HEG Ltd,Active,A ,2,INE545A01024,Electrodes & Refractories,Equity,Industrials,Capital Goods
509635,HINDCOMPOS,Hindustan Composites Ltd,Active,B ,5,INE310C01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
509650,ZHINDHSG,Hindustan Housing Company Ltd ,Active,XT,25,INE083O01019,Housing Finance Company,Equity,Financial Services,Financial Services
509675,BIRLANU,Birlanu Ltd,Active,B ,10,INE557A01011,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables
509692,INDIANCARD,Indian Card Clothing Company Ltd,Active,B ,10,INE061A01014,Other Textile Products,Equity,Consumer Discretionary,Textiles
509709,INTLCONV,International Conveyors Ltd,Active,B ,1,INE575C01027,Industrial Products,Equity,Industrials,Capital Goods
509715,JAYSREETEA,Jay Shree Tea & Industries Ltd,Active,B ,5,INE364A01020,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
509732,KOTIC,Kothari Industrial Corporation Ltd,Active,XT,5,INE972A01020,Fertilizers,Equity,Commodities,Chemicals
509760,MODRNSH,Modern Shares & Stockbrokers Ltd,Active,X ,10,INE370A01019,Other Financial Services,Equity,Financial Services,Financial Services
509782,OSEASPR,Oseaspre Consultants Ltd,Active,XT,10,INE880P01015,Diversified Commercial Services,Equity,Services,Services
509820,HUHTAMAKI,Huhtamaki India Ltd,Active,B ,2,INE275B01026,Packaging,Equity,Industrials,Capital Goods
509835,PREMSYN,Premier Synthetics Ltd,Active,X ,10,INE940N01012,Other Textile Products,Equity,Consumer Discretionary,Textiles
509845,RJSHAH,RJ Shah & Company Ltd,Active,P ,10,INE712Z01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
509870,SHAHCON,Shah Construction Company Ltd,Active,X ,100,INE02C301011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
509874,SHALPAINTS,Shalimar Paints Ltd,Active,B ,2,INE849C01026,Paints,Equity,Consumer Discretionary,Consumer Durables
509887,SINNAR,Sinnar Bidi Udyog Ltd,Active,XT,5,INE896E01023,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
509895,HINDMILL,Hindoostan Mills Ltd,Active,X ,10,INE832D01020,Other Textile Products,Equity,Consumer Discretionary,Textiles
509910,ZSOUTGAS,Southern Gas Ltd,Active,P ,100,INE532U01012,Commodity Chemicals,Equity,Commodities,Chemicals
509917,TECHCON,Technojet Consultants Ltd,Active,X ,10,INE881P01013,Consulting Services,Equity,Services,Services
509930,SUPREMEIND,Supreme Industries Ltd,Active,A ,2,INE195A01028,Plastic Products - Industrial,Equity,Industrials,Capital Goods
509945,THACKER,Thacker & Company Ltd,Active,X ,1,INE077P01034,Other Financial Services,Equity,Financial Services,Financial Services
509960,UPHOT,UP Hotels Ltd,Active,X ,10,INE726E01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services
509966,VSTIND,VST Industries Ltd,Active,A ,10,INE710A01016,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
510245,SWASTIVI,Swasti Vinayaka Synthetics Ltd,Active,X ,1,INE804A01025,Other Textile Products,Equity,Consumer Discretionary,Textiles
511000,MADHUSE,Madhusudan Securities Ltd,Active,X ,10,INE856D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511012,YAMNINV,Yamini Investments Company Ltd,Active,XT,1,INE457N01025,Investment Company,Equity,Financial Services,Financial Services
511018,ZMILGFIN,Milgrey Finance & Investments Ltd,Active,X ,10,INE679T01013,Diversified Commercial Services,Equity,Services,Services
511034,JINDRILL,Jindal Drilling & Industries Ltd,Active,B ,5,INE742C01031,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels"
511048,KUSUMEL,Kusam Electrical Industries Ltd,Active,XT,10,INE175Q01018,Trading & Distributors,Equity,Services,Services
511060,JUMBFNL,Jumbo Finance Ltd,Active,XT,10,INE122N01017,Diversified Commercial Services,Equity,Services,Services
511066,SAKTHIFIN,Sakthi Finance Ltd,Active,X ,10,INE302E01014,Investment Company,Equity,Financial Services,Financial Services
511074,EASYFIN,Easy Fincorp Ltd,Active,Z ,10,INE407F01018,Investment Company,Equity,Financial Services,Financial Services
511076,SATINDLTD,Sat Industries Ltd,Active,B ,2,INE065D01027,Iron & Steel Products,Equity,Industrials,Capital Goods
511092,JMDVL,JMD Ventures Ltd,Active,XT,10,INE047E01031,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
511096,TVOLCON,Tivoli Construction Ltd,Active,XT,10,INE747V01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
511108,SHIVATEX,Shiva Texyarn Ltd,Active,B ,10,INE705C01020,Other Textile Products,Equity,Consumer Discretionary,Textiles
511110,VBDESAI,V B Desai Financial Services Ltd,Active,X ,10,INE848D01018,Other Financial Services,Equity,Financial Services,Financial Services
511116,QUADRANT,Quadrant Televentures Ltd,Active,XT,1,INE527B01020,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication
511122,1STCUS,First Custodian Fund India Ltd,Active,X ,10,INE609B01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511131,KAMANWALA,Kamanwala Housing Construction Ltd,Active,XT,10,INE344D01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
511147,WSFX,WSFx Global Pay Ltd,Active,X ,10,INE549D01012,Financial Technology (Fintech),Equity,Financial Services,Financial Services
511153,ANJANIFOODS,Anjani Foods Ltd,Active,X ,2,INE096I01021,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
511169,RKDAGRRTL,RKD Agri & Retail Ltd,Active,XT,1,INE552N01023,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
511176,PARSHWANA,Parshwanath Corporation Ltd,Active,X ,10,INE635I01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
511185,RAJVI,Rajvi Logitrade Ltd,Active,X ,10,INE381N01019,Logistics Solution Provider,Equity,Services,Services
511187,MILLENNIUM,Millennium Online Solutions ( India ) Ltd,Active,X ,1,INE570N01025,Diversified Commercial Services,Equity,Services,Services
511194,ICDSLTD,ICDS Ltd,Active,B ,10,INE613B01010,Diversified Commercial Services,Equity,Services,Services
511196,CANFINHOME,Can Fin Homes Ltd,Active,A ,2,INE477A01020,Housing Finance Company,Equity,Financial Services,Financial Services
511200,MUNCAPM,Munoth Capital Markets Ltd,Active,XT,5,INE910G01027,Stockbroking & Allied,Equity,Financial Services,Financial Services
511208,IVC,IL&FS Investment Managers Ltd,Active,B ,2,INE050B01023,Asset Management Company,Equity,Financial Services,Financial Services
511218,SHRIRAMFIN,Shriram Finance Ltd,Active,A ,2,INE721A01047,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,2,INE121A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511254,SAGARSYST,Sagar Systech Ltd,Active,XT,10,INE771Z01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511260,ICONIKSPEV,Iconik Sports And Events Ltd,Active,XT,10,INE088P01015,Other Financial Services,Equity,Financial Services,Financial Services
511333,VLSFINANCE,VLS Finance Ltd,Active,B ,10,INE709A01018,Investment Company,Equity,Financial Services,Financial Services
511355,INDCEMCAP,India Cements Capital Ltd,Active,XT,10,INE429D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511359,ADMANUM,Ad-Manum Finance Ltd,Active,X ,10,INE556D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511377,MEHIF,Mehta Integrated Finance Ltd,Active,X ,10,INE240B01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511391,INTRGLB,Inter Globe Finance Ltd,Active,X ,10,INE661M01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511401,MCLTD,Munoth Communication Ltd,Active,XT,10,INE410E01015,Other Financial Services,Equity,Financial Services,Financial Services
511411,SHRISTI,Shristi Infrastructure Development Corporation Ltd,Active,X ,10,INE472C01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
511413,CREST,Crest Ventures Ltd,Active,B ,10,INE559D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511431,VAKRANGEE,Vakrangee Ltd,Active,T ,1,INE051B01021,IT Enabled Services,Equity,Information Technology,Information Technology
511441,GUJCRED,Gujarat Credit Corporation Ltd,Active,XT,10,INE034B01019,Other Financial Services,Equity,Financial Services,Financial Services
511447,SYLPH,Sylph Technologies Ltd,Active,X ,1,INE706F01021,IT Enabled Services,Equity,Information Technology,Information Technology
511451,DHARFIN,Dharani Finance Ltd,Active,X ,10,INE899D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511463,ALEXANDER,Alexander Stamps And Coin Ltd,Active,X ,10,INE191N01012,Diversified,Equity,Diversified,Diversified
511473,INDBANK,Indbank Merchant Banking Services Ltd,Active,B ,10,INE841B01017,Stockbroking & Allied,Equity,Financial Services,Financial Services
511493,SHRYDUS,Shrydus Industries Ltd,Active,XT,10,INE488C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511501,BHARAT,Bharat Bhushan Finance & Commodity Brokers Ltd,Active,X ,10,INE900A01013,Other Financial Services,Equity,Financial Services,Financial Services
511505,CAPTRUST,Capital Trust Ltd,Active,B ,10,INE707C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511507,USHAKIRA,Ushakiran Finance Ltd,Active,X ,10,INE697C01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511509,VIVOBIOT,Vivo Bio Tech Ltd,Active,X ,10,INE380K01017,Biotechnology,Equity,Healthcare,Healthcare
511523,VEERHEALTH,Veerhealth Care Ltd,Active,XT,10,INE882C01035,Pharmaceuticals,Equity,Healthcare,Healthcare
511525,PANINDIAC,Pan India Corporation Ltd,Active,X ,10,INE376A01032,Investment Company,Equity,Financial Services,Financial Services
511533,SAHARAHOUS,Sahara Housingfina Corporation Ltd,Active,X ,10,INE135C01012,Housing Finance Company,Equity,Financial Services,Financial Services
511535,NDASEC,NDA Securities Ltd,Active,X ,10,INE026C01013,Other Financial Services,Equity,Financial Services,Financial Services
511543,GSBFIN,GSB Finance Ltd,Active,XT,10,INE777C01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511549,MORARKFI,Morarka Finance Ltd,Active,X ,10,INE367A01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511551,MONARCH,Monarch Networth Capital Ltd,Active,B ,10,INE903D01011,Stockbroking & Allied,Equity,Financial Services,Financial Services
511557,PROFINC,Pro Fin Capital Services Ltd,Active,XT,1,INE732K01027,Diversified Commercial Services,Equity,Services,Services
511559,TIMESGTY,Times Guaranty Ltd,Active,B ,10,INE289C01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511563,SANCF,Sanchay Finvest Ltd,Active,Z ,10,INE654D01010,Diversified Commercial Services,Equity,Services,Services
511571,SODFC,Som Datt Finance Corporation Ltd,Active,X ,10,INE754C01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511577,SAVFI,Savani Financials Ltd,Active,X ,10,INE304E01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511585,BEFOUNDMOL,Befound Movement Ltd,Active,X ,1,INE425F01028,Consulting Services,Equity,Services,Services
511589,AVONMORE,Avonmore Capital & Management Services Ltd,Active,T ,1,INE323B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511593,LIBORDFIN,Libord Finance Ltd,Active,X ,10,INE212B01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511601,YASHMGM,Yash Management & Satellite Ltd,Active,X ,10,INE216B01012,Trading & Distributors,Equity,Services,Services
511605,ARIHANTCAP,Arihant Capital Markets Ltd,Active,B ,1,INE420B01036,Stockbroking & Allied,Equity,Financial Services,Financial Services
511609,ISLCONSUL,ISL Consulting Ltd,Active,X ,5,INE569B01022,Other Financial Services,Equity,Financial Services,Financial Services
511611,DCMFINSERV,DCM Financial Services Ltd,Active,B ,10,INE891B01012,Investment Company,Equity,Financial Services,Financial Services
511626,RRFIN,RR Financial Consultants Ltd,Active,XT,10,INE229D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511628,FEDDERSHOL,Fedders Holding Ltd,Active,T ,1,INE417D01020,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511630,SAMBHAAV,Sambhaav Media Ltd,Active,T ,1,INE699B01027,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
511634,DUGARHOU,Dugar Housing Developments Ltd,Active,X ,10,INE919M01026,Civil Construction,Equity,Industrials,Construction
511636,DJSSS,DJS Stock & Shares Ltd,Active,XT,1,INE234E01027,Other Financial Services,Equity,Financial Services,Financial Services
511644,OMEGAIN,Omega Interactive Technologies Ltd,Active,XT,10,INE113B01029,Software Products,Equity,Information Technology,Information Technology
511654,SUGALDAM,Sugal & Damani Share Brokers Ltd,Active,X ,10,INE309D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511658,NETTLINX,Nettlinx Ltd,Active,XT,10,INE027D01019,Other Telecom Services,Equity,Telecommunication,Telecommunication
511664,BGIL,BGIL Films & Technologies Ltd,Active,X ,10,INE443D01018,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
511672,SCANSTL,Scan Steels Ltd,Active,X ,10,INE099G01011,Iron & Steel,Equity,Commodities,Metals & Mining
511676,GICHSGFIN,GIC Housing Finance Ltd,Active,B ,10,INE289B01019,Housing Finance Company,Equity,Financial Services,Financial Services
511692,AJCON,Ajcon Global Services Ltd,Active,X ,10,INE759C01019,Other Financial Services,Equity,Financial Services,Financial Services
511696,CHRTEDCA,Chartered Capital & Investment Ltd,Active,X ,10,INE953B01010,Other Financial Services,Equity,Financial Services,Financial Services
511700,STANCAP,Standard Capital Markets Ltd,Active,X ,1,INE625D01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511702,YOGI,YOGI Ltd,Active,X ,10,INE290E01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511710,CUBIFIN,Cubical Financial Services Ltd,Active,X ,2,INE717D01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511712,RELICTEC,Relic Technologies Ltd,Active,XT,10,INE452B01013,Other Financial Services,Equity,Financial Services,Financial Services
511714,NIMBSPROJ,Nimbus Projects Ltd,Active,XT,10,INE875B01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
511716,INVIGO,Invigorated Business Consulting Ltd,Active,XT,10,INE359A01012,Consulting Services,Equity,Services,Services
511724,BAIDFIN,Baid Finserv Ltd,Active,B ,2,INE020D01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511726,VIPULLTD,Vipul Ltd,Active,T ,1,INE946H01037,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
511728,KZLFIN,KZ Leasing & Finance Ltd,Active,XT,10,INE006C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
511734,PASUFIN,Pasupati Fincap Ltd,Active,XT,10,INE527C01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
